timestamp,steering_entropy,steering_reversal_rate,steering_std,offset_std,lane_departure_freq,lane_keeping_ratio,lane_changes,kss_score
1970-01-01 00:00:01.751266965,2.9018,0.5833,0.0345,0.267,0.0,1.0,0,1
1970-01-01 00:00:01.751266985,2.7717,0.6833,0.0351,0.3024,0.0,1.0,0,1
1970-01-01 00:00:01.751267005,2.776,0.7167,0.0352,0.3123,0.0,1.0,0,1
1970-01-01 00:00:01.751267025,2.7028,0.7667,0.0355,0.2931,0.0,1.0,0,1
1970-01-01 00:00:01.751267045,2.8319,0.7167,0.0345,0.2779,0.0,1.0,0,1
1970-01-01 00:00:01.751267065,2.7658,0.7167,0.0357,0.2958,0.0,1.0,0,1
1970-01-01 00:00:01.751267085,2.6087,0.6167,0.0348,0.2969,0.0,1.0,0,1
1970-01-01 00:00:01.751267105,2.5998,0.6167,0.0354,0.2822,0.0,1.0,0,1
1970-01-01 00:00:01.751267125,2.6391,0.6167,0.0354,0.3127,0.0,1.0,0,1
1970-01-01 00:00:01.751267145,2.8151,0.5833,0.0349,0.3758,0.0,1.0,0,1
1970-01-01 00:00:01.751267165,2.8018,0.65,0.0354,0.364,0.0,1.0,0,1
1970-01-01 00:00:01.751267185,2.822,0.7,0.034,0.3154,0.0,1.0,0,1
1970-01-01 00:00:01.751267205,2.6447,0.7333,0.0334,0.2399,0.0,1.0,0,1
