timestamp,steering_entropy,steering_reversal_rate,steering_std,offset_std,lane_departure_freq,lane_keeping_ratio,lane_changes,kss_score
1970-01-01 00:00:01.751626752,2.8023,0.4833,0.0346,0.5894,0.0,1.0,0,5
1970-01-01 00:00:01.751626772,2.937,0.45,0.0359,0.5588,0.0,1.0,0,5
1970-01-01 00:00:01.751626792,2.9482,0.4167,0.0355,0.5463,0.0,1.0,0,5
1970-01-01 00:00:01.751626812,3.0068,0.4167,0.0363,0.5379,0.0,1.0,0,5
1970-01-01 00:00:01.751626832,2.9264,0.45,0.035,0.5618,0.0,1.0,0,5
1970-01-01 00:00:01.751626852,2.7122,0.4333,0.0365,0.6104,0.0,1.0,0,5
1970-01-01 00:00:01.751626872,2.718,0.4667,0.0359,0.6472,0.0167,0.9983,2,5
1970-01-01 00:00:01.751626892,2.854,0.3833,0.0372,0.6566,0.0167,0.9983,2,5
1970-01-01 00:00:01.751626912,2.7101,0.35,0.0343,0.5726,0.0167,0.9983,2,5
1970-01-01 00:00:01.751626932,2.7848,0.3333,0.0321,0.4592,0.0,1.0,0,5
1970-01-01 00:00:01.751626952,2.7641,0.3333,0.032,0.4561,0.0,1.0,0,5
1970-01-01 00:00:01.751626972,2.7633,0.4833,0.0323,0.4385,0.0,1.0,0,5
1970-01-01 00:00:01.751626992,2.8068,0.4833,0.0334,0.545,0.0,1.0,0,5
1970-01-01 00:00:01.751627012,2.7297,0.4667,0.0401,0.5495,0.0,1.0,0,5
