timestamp,steering,offset
1751029982.4592361,0.025,-1.505
1751029982.559358,0.029,-1.231
1751029982.6601114,0.032,-1.05
1751029982.75934,0.033,-0.841
1751029982.8595722,0.033,-0.699
1751029982.9596937,0.033,-0.56
1751029983.0952568,0.034,-0.429
1751029983.1595187,0.034,-0.381
1751029983.259603,0.032,-0.322
1751029983.3594372,0.029,-0.291
1751029983.4592748,0.023,-0.273
1751029983.5593026,0.017,-0.273
1751029983.6599765,0.013,-0.289
1751029983.7598526,0.009,-0.322
1751029983.8595693,0.003,-0.365
1751029983.959549,-0.003,-0.414
1751029984.0768754,-0.007,-0.464
1751029984.1592066,-0.01,-0.502
1751029984.2594342,-0.011,-0.544
1751029984.3595135,-0.011,-0.507
1751029984.4594283,-0.013,-0.315
1751029984.5597672,-0.016,0.115
1751029984.659297,-0.019,0.603
1751029984.75953,-0.019,-0.607
1751029984.8593187,-0.019,-0.579
1751029984.9599385,-0.018,-0.544
1751029985.0725515,-0.017,-0.485
1751029985.1594663,-0.015,-0.41
1751029985.2600853,-0.014,-0.339
1751029985.3593533,-0.01,0.172
1751029985.4593642,-0.006,-0.141
1751029985.5593853,-0.001,0.0
1751029985.6593976,0.001,0.105
1751029985.759748,0.002,0.211
1751029985.859418,0.005,0.0
1751029985.959378,0.008,0.457
1751029986.0823028,0.009,0.582
1751029986.1593385,0.01,0.675
1751029986.259859,0.011,0.761
1751029986.3593667,0.016,0.858
1751029986.459353,0.02,0.938
1751029986.5593755,0.022,0.687
1751029986.65977,0.022,-0.102
1751029986.7594402,0.022,-0.974
1751029986.8593578,0.022,1.084
1751029986.9596174,0.022,1.077
1751029987.0895836,0.02,1.039
1751029987.160469,0.018,1.007
1751029987.2592568,0.014,0.939
1751029987.359419,0.01,0.858
1751029987.459564,0.008,0.764
1751029987.560389,0.007,0.679
1751029987.6593695,0.006,0.566
1751029987.759456,0.001,0.444
1751029987.860286,-0.002,0.345
1751029987.9603064,-0.008,0.221
1751029988.0762253,-0.011,0.0
1751029988.1594026,-0.013,0.0
1751029988.2603464,-0.014,0.0
1751029988.3592882,-0.017,0.111
1751029988.459407,-0.018,-0.273
1751029988.5593457,-0.019,-0.337
1751029988.659672,-0.019,-0.382
1751029988.7604506,-0.019,-0.404
1751029988.8595288,-0.019,-0.416
1751029988.9597976,-0.019,-0.407
1751029989.0905766,-0.019,-0.37
1751029989.1598258,-0.018,-0.329
1751029989.2594445,-0.015,-0.261
1751029989.3595955,-0.01,-0.195
1751029989.4597964,-0.003,0.0
1751029989.5598636,0.005,0.0
1751029989.659577,0.011,0.114
1751029989.759634,0.018,0.217
1751029989.8599148,0.026,0.307
1751029989.959911,0.03,0.381
1751029990.1189466,0.033,0.445
1751029990.1598275,0.033,0.448
1751029990.2598274,0.033,0.436
1751029990.3601418,0.033,0.392
1751029990.4593399,0.035,0.293
1751029990.5596204,0.039,0.233
1751029990.659794,0.046,0.172
1751029990.759392,0.052,0.121
1751029990.8591843,0.056,0.0
1751029990.9597292,0.058,0.0
1751029991.109221,0.059,-0.196
1751029991.1594365,0.06,-0.172
1751029991.2594063,0.062,-0.212
1751029991.3595765,0.062,-0.272
1751029991.4595737,0.062,-0.325
1751029991.5594041,0.062,-0.384
1751029991.6601596,0.062,-0.485
1751029991.7593377,0.061,-0.546
1751029991.8596082,0.059,-0.62
1751029991.959968,0.058,-0.699
1751029992.0898232,0.058,-0.809
1751029992.1593146,0.058,-0.876
1751029992.2594855,0.058,-0.969
1751029992.3593056,0.058,-1.055
1751029992.4593966,0.063,-1.109
1751029992.5593908,0.071,-1.146
1751029992.6596138,0.077,-1.159
1751029992.7600274,0.08,-1.148
1751029992.8596506,0.081,-1.137
1751029992.9593961,0.081,-1.116
1751029993.0890837,0.081,-1.065
1751029993.1593194,0.081,-1.066
1751029993.2594862,0.076,-1.033
1751029993.3594708,0.069,-1.002
1751029993.4599693,0.062,-0.962
1751029993.5598035,0.06,-0.912
1751029993.659345,0.06,-0.847
1751029993.7593873,0.057,-0.764
1751029993.859729,0.049,-0.663
1751029993.960242,0.034,0.539
1751029994.076656,0.017,0.5
1751029994.1593118,0.008,0.513
1751029994.2594655,-0.002,0.555
1751029994.3598912,-0.013,0.602
1751029994.4592104,-0.028,0.665
1751029994.559354,-0.041,0.711
1751029994.6595635,-0.047,0.726
1751029994.7592564,-0.051,0.703
1751029994.8593895,-0.049,0.626
1751029994.959661,-0.039,0.493
1751029995.1155937,-0.017,0.222
1751029995.1601465,-0.01,0.121
1751029995.2596445,0.001,-0.136
1751029995.359576,0.011,-0.41
1751029995.4593165,0.017,-0.69
1751029995.559224,0.021,-0.971
1751029995.6592548,0.024,-1.242
1751029995.7595375,0.024,-1.487
1751029995.8595781,0.024,-1.709
1751029995.9596767,0.025,1.6
1751029996.085714,0.028,1.432
1751029996.1592855,0.033,1.322
1751029996.2596774,0.036,1.228
1751029996.359318,0.036,1.183
1751029996.4596035,0.036,1.172
1751029996.560029,0.036,1.2
1751029996.6600845,0.036,1.279
1751029996.7594435,0.033,1.406
1751029996.8596961,0.022,1.537
1751029996.9599626,0.007,-1.737
1751029997.1014054,-0.013,-1.47
1751029997.1596215,-0.019,-1.325
1751029997.259479,-0.027,-1.086
1751029997.359332,-0.03,-0.856
1751029997.459711,-0.03,-0.683
1751029997.5594223,-0.03,-0.495
1751029997.6597464,-0.031,-0.353
1751029997.7599611,-0.031,-0.268
1751029997.859729,-0.029,-0.206
1751029997.9593518,-0.025,-0.184
1751029998.0709186,-0.019,-0.203
1751029998.1598735,-0.015,-0.245
1751029998.2592697,-0.008,-0.325
1751029998.3594506,-0.001,-0.427
1751029998.4598653,0.004,-0.521
1751029998.5595088,0.008,-0.642
1751029998.6592433,0.011,-0.762
1751029998.7592056,0.013,-0.877
1751029998.8592217,0.013,-0.976
1751029998.9593039,0.013,-1.061
1751029999.0961862,0.013,-1.15
1751029999.1592805,0.013,-1.182
1751029999.2593215,0.013,-1.218
1751029999.359427,0.013,-1.237
1751029999.4594598,0.013,-1.237
1751029999.559995,0.013,-1.223
1751029999.6594532,0.013,-1.188
1751029999.7594373,0.013,-1.134
1751029999.859548,0.013,-1.073
1751029999.9593785,0.013,-0.978
1751030000.0930188,0.013,-0.828
1751030000.1594365,0.012,-0.747
1751030000.2597735,0.01,-0.629
1751030000.3594577,0.006,-0.464
1751030000.4596624,0.005,-0.294
1751030000.5595746,0.005,-0.107
1751030000.6600637,0.005,0.0
1751030000.7594872,0.005,0.258
1751030000.859473,0.007,0.466
1751030000.9599943,0.009,0.649
1751030001.1068978,0.014,-0.151
1751030001.1593406,0.016,-0.39
1751030001.2593827,0.022,-0.88
1751030001.3600664,0.027,-1.144
1751030001.4592805,0.031,1.282
1751030001.5600889,0.035,1.26
1751030001.6593475,0.038,1.154
1751030001.75955,0.041,1.024
1751030001.8593729,0.044,0.829
1751030001.9593143,0.054,0.595
1751030002.0764544,0.065,0.342
1751030002.1592708,0.073,-0.143
1751030002.2594514,0.08,-0.188
1751030002.3595507,0.089,-0.464
1751030002.459526,0.098,-0.693
1751030002.5595145,0.106,-0.908
1751030002.6593204,0.111,-1.139
1751030002.759352,0.111,-1.287
1751030002.8594615,0.111,-1.417
1751030002.9597054,0.111,-1.472
1751030003.0711884,0.111,-1.486
1751030003.1597836,0.111,-1.459
1751030003.2593894,0.107,-1.338
1751030003.3594213,0.096,-1.189
1751030003.4595761,0.075,-0.909
1751030003.5595682,0.056,-0.562
1751030003.6594775,0.034,-0.228
1751030003.7595446,0.021,0.167
1751030003.8599026,0.008,0.612
1751030003.9592876,-0.001,1.018
1751030004.0788653,-0.003,1.489
1751030004.1594422,-0.003,1.787
1751030004.260002,-0.003,2.113
1751030004.3603978,-0.003,2.346
1751030004.4593422,-0.004,2.591
1751030004.5597157,-0.006,2.809
1751030004.6598244,-0.007,2.96
1751030004.7599516,-0.007,3.084
1751030004.8596818,-0.007,3.143
1751030004.9595609,-0.006,3.163
1751030005.1053314,-0.003,3.111
1751030005.1593604,0.0,3.062
1751030005.2593646,0.006,2.946
1751030005.3594112,0.011,2.79
1751030005.4597912,0.012,2.601
1751030005.559479,0.012,2.394
1751030005.6592228,0.012,2.148
1751030005.7594123,0.012,1.902
1751030005.8596702,0.012,1.713
1751030005.959775,0.012,1.497
1751030006.0846717,0.015,1.248
1751030006.1599567,0.019,1.096
1751030006.2600112,0.022,0.925
1751030006.3603947,0.023,0.771
1751030006.459688,0.022,0.642
1751030006.5597324,0.018,0.531
1751030006.659688,0.013,0.434
1751030006.7595987,0.008,0.362
1751030006.8599901,0.004,0.314
1751030006.9599319,-0.0,0.263
1751030007.0910203,-0.007,0.198
1751030007.1593938,-0.009,0.172
1751030007.259473,-0.009,0.125
1751030007.359345,-0.008,0.0
1751030007.4594522,-0.003,0.0
1751030007.5595148,0.003,-0.105
1751030007.6593509,0.008,-0.166
1751030007.7593114,0.011,-0.22
1751030007.8594537,0.013,-0.292
1751030007.9596581,0.014,-0.481
1751030008.079713,0.014,-0.836
1751030008.1597054,0.014,-1.23
1751030008.2596064,0.011,-1.83
1751030008.35962,0.007,2.126
1751030008.4592528,0.004,1.487
1751030008.559614,0.001,0.729
1751030008.6595597,-0.0,-0.196
1751030008.7597973,-0.002,-1.186
1751030008.8594728,-0.004,-0.251
1751030008.9598053,-0.006,1.051
1751030009.0727284,-0.008,-0.766
1751030009.1595511,-0.008,0.471
1751030009.259459,-0.008,-0.427
1751030009.3594987,-0.008,-0.245
1751030009.4596107,-0.008,-1.623
1751030009.5605059,-0.009,-3.05
1751030009.6595938,-0.01,3.186
1751030009.7594178,-0.01,-1.906
1751030009.859472,-0.01,-0.726
1751030009.9593263,-0.009,0.374
1751030010.0750558,-0.005,1.455
1751030010.159588,-0.003,-1.523
1751030010.2593637,-0.002,-1.056
1751030010.3594227,-0.002,-0.862
1751030010.4595308,0.003,-0.847
1751030010.5596,0.007,-0.93
1751030010.6595495,0.01,-1.01
1751030010.7594733,0.01,-1.098
1751030010.8593152,0.011,-1.162
1751030010.9597816,0.014,-1.218
1751030011.0731642,0.018,-1.27
1751030011.1595514,0.021,-1.298
1751030011.2593355,0.021,-1.309
1751030011.3594894,0.021,-1.303
1751030011.4597776,0.021,-1.278
1751030011.5600364,0.021,-1.233
1751030011.6594899,0.021,-1.167
1751030011.7592847,0.021,-1.064
1751030011.8595183,0.023,-0.959
1751030011.959889,0.027,-0.84
1751030012.0827403,0.031,-0.706
1751030012.1593196,0.032,-0.662
1751030012.2594023,0.036,-0.602
1751030012.359265,0.042,-0.568
1751030012.4593616,0.048,-0.554
1751030012.5597017,0.055,-0.555
1751030012.65942,0.063,-0.571
1751030012.75931,0.067,-0.587
1751030012.8592646,0.072,-0.626
1751030012.9595115,0.076,-0.628
1751030013.0946796,0.083,-0.63
1751030013.1593251,0.085,-0.599
1751030013.2594273,0.089,-0.556
1751030013.359255,0.089,-0.491
1751030013.4592342,0.089,-0.441
1751030013.5593739,0.089,-0.325
1751030013.6592555,0.088,-0.188
1751030013.7592986,0.081,0.0
1751030013.8595045,0.072,0.23
1751030013.9592729,0.062,0.409
1751030014.08998,0.053,0.638
1751030014.1593506,0.052,0.777
1751030014.2595108,0.052,0.929
1751030014.3595653,0.052,1.048
1751030014.45949,0.052,1.116
1751030014.5592158,0.052,1.189
1751030014.6592848,0.052,1.228
1751030014.7598774,0.052,1.233
1751030014.8594143,0.055,1.214
1751030014.959467,0.061,1.166
1751030015.0856907,0.065,1.076
1751030015.1603932,0.066,1.044
1751030015.2594514,0.066,0.93
1751030015.3595083,0.066,0.801
1751030015.4597855,0.061,0.653
1751030015.559843,0.057,0.502
1751030015.6598601,0.05,0.395
1751030015.7592819,0.043,-0.343
1751030015.8595128,0.038,-0.338
1751030015.9593866,0.03,-0.374
1751030016.117834,0.015,0.298
1751030016.1593535,0.01,0.197
1751030016.259593,0.0,0.152
1751030016.3598,-0.007,0.523
1751030016.459376,-0.016,-0.891
1751030016.559517,-0.024,-1.011
1751030016.6599052,-0.029,-1.116
1751030016.759726,-0.031,-1.198
1751030016.859802,-0.031,-1.247
1751030016.9599211,-0.031,-1.28
1751030017.0959077,-0.031,-0.216
1751030017.1598797,-0.031,-0.232
1751030017.259479,-0.028,1.169
1751030017.3593907,-0.023,-1.125
1751030017.4595368,-0.022,-1.04
1751030017.5593445,-0.021,-0.912
1751030017.6592145,-0.016,-0.765
1751030017.759424,-0.007,0.104
1751030017.8593438,-0.0,-0.427
1751030017.9597025,0.006,-0.244
1751030018.084179,0.015,0.0
1751030018.159691,0.018,0.0
1751030018.2594533,0.022,0.251
1751030018.359322,0.025,0.399
1751030018.4595327,0.024,0.526
1751030018.5595279,0.024,0.633
1751030018.6594925,0.024,0.704
1751030018.7599747,0.021,0.768
1751030018.8594947,0.015,0.81
1751030018.959383,0.01,0.835
1751030019.091347,0.006,0.847
1751030019.1594687,0.006,0.846
1751030019.2594073,0.006,0.839
1751030019.3593054,0.006,0.825
1751030019.459451,0.007,0.804
1751030019.5596805,0.009,0.777
1751030019.6601055,0.009,0.749
1751030019.7600543,0.009,0.706
1751030019.859382,0.009,0.656
1751030019.959677,0.007,0.595
1751030020.1065242,0.002,0.512
1751030020.159394,-0.001,0.469
1751030020.2595358,-0.004,0.404
1751030020.359566,-0.007,0.343
1751030020.459641,-0.008,0.286
1751030020.559571,-0.008,0.24
1751030020.6599135,-0.008,-0.183
1751030020.7593238,-0.008,-0.132
1751030020.8593853,-0.008,0.0
1751030020.9594162,-0.008,0.0
1751030021.0803971,-0.008,0.0
1751030021.1593506,-0.008,0.0
1751030021.2595763,-0.008,0.0
1751030021.359447,-0.008,0.0
1751030021.4591908,-0.008,0.0
1751030021.5594258,-0.008,0.0
1751030021.659369,-0.006,0.0
1751030021.7593553,-0.005,0.0
1751030021.859946,-0.004,0.0
1751030021.9592483,-0.004,0.0
1751030022.0788393,-0.003,0.0
1751030022.159556,-0.002,0.0
1751030022.2599263,-0.0,0.0
1751030022.3593004,0.001,0.0
1751030022.459441,0.003,0.134
1751030022.5600176,0.003,0.164
1751030022.659514,0.005,0.199
1751030022.7594862,0.006,0.228
1751030022.8594162,0.006,0.248
1751030022.95969,0.006,0.267
1751030023.0839832,0.006,0.283
1751030023.1592665,0.006,0.289
1751030023.259879,0.006,0.29
1751030023.359758,0.006,0.286
1751030023.4593093,0.006,0.276
1751030023.5592875,0.006,0.261
1751030023.6598325,0.006,0.239
1751030023.759565,0.006,0.211
1751030023.8598404,0.006,0.184
1751030023.9601498,0.006,0.146
1751030024.089684,0.007,0.0
1751030024.1593866,0.008,0.0
1751030024.259384,0.008,0.0
1751030024.3596146,0.008,0.0
1751030024.4592156,0.01,-0.143
1751030024.5593734,0.014,-0.222
1751030024.6600082,0.021,-0.314
1751030024.7595272,0.028,0.439
1751030024.8593028,0.032,0.471
1751030024.9593973,0.036,0.468
1751030025.0820668,0.039,0.424
1751030025.159542,0.04,-0.347
1751030025.2594602,0.04,-0.234
1751030025.359669,0.041,0.239
1751030025.4595983,0.047,0.19
1751030025.5602353,0.058,0.295
1751030025.659993,0.07,0.481
1751030025.7595654,0.084,0.692
1751030025.8593364,0.102,0.907
1751030025.9592998,0.114,1.106
1751030026.0804665,0.122,1.323
1751030026.1601784,0.124,1.417
1751030026.2595131,0.126,1.516
1751030026.359469,0.126,1.563
1751030026.4596229,0.126,1.559
1751030026.5592499,0.125,1.504
1751030026.659489,0.113,1.411
1751030026.7599273,0.093,1.268
1751030026.8592405,0.071,1.067
1751030026.9592881,0.048,0.847
1751030027.0823278,0.033,0.604
1751030027.159736,0.03,0.417
1751030027.2595809,0.03,0.301
1751030027.359607,0.03,0.159
1751030027.459496,0.033,-0.136
1751030027.5601566,0.039,-0.166
1751030027.6596067,0.047,-0.244
1751030027.7594445,0.048,-0.374
1751030027.8594527,0.048,-0.362
1751030027.9596028,0.048,-0.362
1751030028.0785742,0.045,-0.339
1751030028.1592405,0.04,-0.292
1751030028.2594972,0.034,-0.227
1751030028.3602836,0.03,-0.262
1751030028.4593694,0.024,0.0
1751030028.5594685,0.018,0.0
1751030028.6595662,0.015,0.0
1751030028.7592802,0.014,0.108
1751030028.8598835,0.014,0.12
1751030028.9599392,0.013,0.104
1751030029.08709,0.007,0.0
1751030029.1600497,0.003,0.0
1751030029.2600303,-0.002,0.0
1751030029.3593862,-0.008,0.0
1751030029.4594874,-0.013,-0.104
1751030029.559986,-0.017,-0.123
1751030029.6594427,-0.019,-0.135
1751030029.7593956,-0.019,-0.131
1751030029.8592606,-0.019,-0.115
1751030029.9594367,-0.019,0.0
1751030030.074893,-0.017,0.0
1751030030.1594322,-0.015,0.0
1751030030.2593565,-0.009,0.113
1751030030.3595448,-0.003,0.206
1751030030.4595282,0.002,0.306
1751030030.5594914,0.006,0.393
1751030030.660254,0.013,0.496
1751030030.7595148,0.017,0.591
1751030030.859296,0.019,0.673
1751030030.9596987,0.019,0.728
1751030031.0750425,0.019,0.771
1751030031.159452,0.019,-0.226
1751030031.2594714,0.019,0.836
1751030031.3593583,0.017,0.712
1751030031.459466,0.015,-0.229
1751030031.5593987,0.01,0.157
1751030031.659318,0.006,0.758
1751030031.759279,0.002,0.708
1751030031.8595302,-0.001,0.666
1751030031.9593194,-0.002,0.607
1751030032.0857785,-0.003,0.537
1751030032.160125,-0.003,0.503
1751030032.2595031,-0.003,0.386
1751030032.3595853,-0.003,0.398
1751030032.459527,-0.003,0.359
1751030032.5599785,-0.003,0.311
1751030032.6593864,-0.003,0.266
1751030032.7597322,-0.003,0.233
1751030032.859421,-0.003,0.192
1751030032.959623,-0.003,0.157
1751030033.076431,-0.005,0.123
1751030033.1605074,-0.007,0.0
1751030033.2594304,-0.008,0.0
1751030033.3593192,-0.008,0.0
1751030033.4604173,-0.008,0.0
1751030033.5596497,-0.008,0.0
1751030033.6596076,-0.008,0.0
1751030033.7595105,-0.006,0.0
1751030033.8594105,-0.003,0.0
1751030033.9605386,-0.001,0.0
1751030034.0781038,-0.001,0.123
1751030034.1594505,-0.001,0.145
1751030034.2594595,-0.001,0.172
1751030034.3597636,-0.001,0.195
1751030034.4598453,-0.001,0.225
1751030034.5597658,-0.001,0.254
1751030034.6593668,-0.001,0.285
1751030034.75931,-0.001,0.316
1751030034.8592787,-0.001,0.347
1751030034.9594674,-0.001,0.378
1751030035.0777977,-0.001,0.418
1751030035.1594262,-0.001,0.446
1751030035.2594097,-0.001,0.481
1751030035.359304,-0.001,0.517
1751030035.4594429,0.0,0.553
1751030035.5595055,0.002,0.589
1751030035.6593914,0.006,0.624
1751030035.759275,0.01,0.655
1751030035.8595881,0.013,0.681
1751030035.9595902,0.016,0.696
1751030036.0864122,0.017,0.7
1751030036.1593683,0.019,0.691
1751030036.2594526,0.023,0.668
1751030036.3596516,0.028,0.625
1751030036.4597025,0.032,0.574
1751030036.55944,0.037,0.529
1751030036.659656,0.043,0.532
1751030036.7595983,0.049,0.512
1751030036.8594527,0.055,0.495
1751030036.959388,0.061,0.484
1751030037.0850973,0.066,0.479
1751030037.1603131,0.066,0.5
1751030037.2595744,0.066,0.472
1751030037.3593853,0.064,0.44
1751030037.4595804,0.061,0.399
1751030037.5594008,0.06,0.349
1751030037.6592402,0.06,0.348
1751030037.7594995,0.06,0.28
1751030037.8596008,0.06,0.21
1751030037.9592645,0.06,0.133
1751030038.0910432,0.06,0.0
1751030038.159464,0.06,-0.159
1751030038.2601643,0.06,-0.148
1751030038.3594253,0.059,-0.216
1751030038.459407,0.056,-0.282
1751030038.5594444,0.053,-0.367
1751030038.6593878,0.053,-0.496
1751030038.7593822,0.053,-0.528
1751030038.8593988,0.056,-0.549
1751030038.9595644,0.063,-0.56
1751030039.0813756,0.071,-0.565
1751030039.1594806,0.075,-0.554
1751030039.2594035,0.078,-0.584
1751030039.3593872,0.08,-0.557
1751030039.4594214,0.084,-0.522
1751030039.5603852,0.089,-0.503
1751030039.6597972,0.09,-0.494
1751030039.7599103,0.086,-0.547
1751030039.8599536,0.079,-0.535
1751030039.959434,0.073,-0.534
1751030040.0781803,0.063,-0.549
1751030040.159408,0.055,-0.538
1751030040.2594554,0.044,-0.532
1751030040.3595428,0.033,-0.56
1751030040.4596367,0.026,-0.492
1751030040.5593855,0.018,0.405
1751030040.6593509,0.01,0.361
1751030040.7601638,0.004,0.337
1751030040.8593695,-0.003,0.315
1751030040.959297,-0.008,0.293
1751030041.0788865,-0.01,0.269
1751030041.1593037,-0.01,0.245
1751030041.259357,-0.01,0.208
1751030041.3597903,-0.01,0.171
1751030041.4595923,-0.012,0.12
1751030041.5593436,-0.015,0.0
1751030041.6592176,-0.015,0.0
1751030041.7593029,-0.015,0.0
1751030041.85985,-0.011,-0.196
1751030041.959541,-0.004,-0.301
1751030042.0969362,0.004,-0.446
1751030042.159457,0.006,-0.517
1751030042.259712,0.006,-0.63
1751030042.3596413,0.006,-0.737
1751030042.4594111,0.006,-0.839
1751030042.5596373,0.007,-0.939
1751030042.6593668,0.009,-1.016
1751030042.7592,0.01,-1.108
1751030042.8593674,0.01,-1.185
1751030042.959409,0.01,-1.256
1751030043.0822566,0.01,-1.324
1751030043.1593523,0.008,-1.371
1751030043.259604,0.003,-1.423
1751030043.3595614,0.0,-1.467
1751030043.4597986,-0.001,-1.501
1751030043.559955,-0.005,-1.544
1751030043.6594074,-0.008,-1.588
1751030043.7596,-0.01,-1.64
1751030043.8597064,-0.01,-1.686
1751030043.960541,-0.01,1.746
1751030044.1106935,-0.007,1.626
1751030044.1596704,-0.004,1.583
1751030044.2595925,0.006,-1.484
1751030044.3593755,0.014,-1.382
1751030044.4596305,0.02,-1.283
1751030044.5594149,0.027,-1.196
1751030044.659529,0.031,-1.13
1751030044.7599585,0.033,-1.097
1751030044.8597357,0.034,1.085
1751030044.9592059,0.034,1.107
1751030045.0791543,0.033,1.169
1751030045.160122,0.028,1.241
1751030045.2591703,0.02,1.356
1751030045.3592966,0.012,1.49
1751030045.4595504,0.003,1.647
1751030045.559366,-0.003,-1.688
1751030045.6594357,-0.007,-1.551
1751030045.7594728,-0.009,-1.383
1751030045.859467,-0.009,-1.214
1751030045.9593675,-0.009,-1.06
1751030046.0749316,-0.009,-0.904
1751030046.1600842,-0.008,-0.79
1751030046.2593796,-0.007,-0.658
1751030046.3593454,-0.006,-0.528
1751030046.4594753,-0.003,-0.408
1751030046.5595012,0.0,-0.311
1751030046.6596396,0.004,-0.199
1751030046.7593493,0.008,0.0
1751030046.8592896,0.014,0.0
1751030046.959281,0.027,0.159
1751030047.0968382,0.051,0.347
1751030047.1602967,0.064,0.436
1751030047.2597528,0.089,-0.488
1751030047.3600652,0.119,0.42
1751030047.4593651,0.15,0.27
1751030047.5593324,0.169,-0.104
1751030047.6600027,0.178,-0.151
1751030047.7598267,0.182,-0.426
1751030047.8593223,0.185,-0.703
1751030047.9594755,0.186,-0.989
1751030048.0795164,0.182,-1.264
1751030048.159461,0.167,1.381
1751030048.2596195,0.152,1.379
1751030048.359185,0.13,1.325
1751030048.459621,0.115,1.199
1751030048.5595412,0.106,1.053
1751030048.6597657,0.103,0.793
1751030048.7595127,0.1,0.518
1751030048.8594959,0.097,0.327
1751030048.9596045,0.096,0.211
1751030049.086686,0.088,0.169
1751030049.1597772,0.081,0.187
1751030049.259854,0.07,0.246
1751030049.3601153,0.058,0.374
1751030049.459629,0.041,0.546
1751030049.5596657,0.021,0.753
1751030049.659909,-0.003,0.935
1751030049.759416,-0.025,1.171
1751030049.859513,-0.042,1.403
1751030049.9605632,-0.05,1.568
1751030050.0875134,-0.053,-1.722
1751030050.1595442,-0.051,-1.634
1751030050.2594347,-0.04,-1.522
1751030050.359745,-0.026,-1.441
1751030050.4597206,-0.012,-1.393
1751030050.5594342,0.002,-1.344
1751030050.6593604,0.013,-1.3
1751030050.7610934,0.019,-1.261
1751030050.8595243,0.02,-1.203
1751030050.9595206,0.017,-1.132
1751030051.0774033,0.011,-1.048
1751030051.159437,0.005,-0.975
1751030051.2593787,-0.002,-0.9
1751030051.359475,-0.01,-0.807
1751030051.4596126,-0.015,-0.717
1751030051.5594122,-0.015,-0.65
1751030051.6597004,-0.015,-0.579
1751030051.7594652,-0.015,-0.528
1751030051.8594267,-0.015,-0.476
1751030051.9594834,-0.014,-0.433
1751030052.125335,-0.012,-0.384
1751030052.159617,-0.012,-0.38
1751030052.259927,-0.012,-0.363
1751030052.3592887,-0.012,-0.354
1751030052.4591813,-0.012,-0.353
1751030052.559256,-0.012,-0.36
1751030052.6593194,-0.012,-0.373
1751030052.7593725,-0.012,-0.396
1751030052.8596637,-0.012,-0.426
1751030052.9595666,-0.012,-0.458
1751030053.1506917,-0.011,-0.552
1751030053.1600602,-0.011,-0.552
1751030053.2600703,-0.008,-0.611
1751030053.3593867,-0.003,-0.674
1751030053.459424,0.002,-0.743
1751030053.5595555,0.008,-0.809
1751030053.6597428,0.014,-0.86
1751030053.759819,0.018,-0.917
1751030053.8594115,0.019,-0.962
1751030053.959582,0.019,-0.998
1751030054.0912588,0.019,-1.025
1751030054.1593795,0.019,-1.031
1751030054.2597783,0.019,-1.03
1751030054.359907,0.019,-1.02
1751030054.4599695,0.019,-0.997
1751030054.5598166,0.019,-0.962
1751030054.659351,0.019,-0.915
1751030054.759569,0.019,-0.854
1751030054.8594134,0.019,-0.784
1751030054.9593859,0.018,-0.698
1751030055.078791,0.015,-0.6
1751030055.160215,0.012,-0.515
1751030055.2597418,0.009,-0.397
1751030055.359346,0.007,-0.278
1751030055.459288,0.003,-0.153
1751030055.5593686,0.0,0.0
1751030055.6595721,-0.003,0.104
1751030055.7596738,-0.007,0.236
1751030055.8594782,-0.01,0.365
1751030055.9599683,-0.011,0.464
1751030056.101777,-0.011,0.63
1751030056.1593559,-0.011,-0.457
1751030056.2593427,-0.011,0.782
1751030056.3594623,-0.012,-0.359
1751030056.4595227,-0.014,-0.295
1751030056.5593631,-0.018,0.936
1751030056.6595762,-0.021,-0.855
1751030056.7595751,-0.023,0.179
1751030056.8595748,-0.024,0.629
1751030056.959448,-0.026,-0.399
1751030057.0793707,-0.026,-0.822
1751030057.1600332,-0.026,0.173
1751030057.2598813,-0.026,1.2
1751030057.360039,-0.026,-0.827
1751030057.4597585,-0.026,0.412
1751030057.5599692,-0.026,1.019
1751030057.6596396,-0.025,0.921
1751030057.759471,-0.022,0.809
1751030057.8596191,-0.017,0.681
1751030057.959469,-0.011,0.519
1751030058.0822062,-0.003,0.336
1751030058.1593935,0.002,0.209
1751030058.2597988,0.007,0.0
1751030058.3595932,0.012,-0.108
1751030058.460249,0.016,-0.243
1751030058.55985,0.019,-0.378
1751030058.6596777,0.023,-0.524
1751030058.759703,0.026,-0.636
1751030058.8594818,0.027,-0.729
1751030058.9600089,0.027,-0.807
1751030059.082149,0.027,-0.883
1751030059.159321,0.027,-0.915
1751030059.2594247,0.027,-0.937
1751030059.3594773,0.027,-0.938
1751030059.4597056,0.024,-0.924
1751030059.5596972,0.017,-0.898
1751030059.6598103,0.011,-0.861
1751030059.7595806,0.007,-0.817
1751030059.859605,0.006,-0.759
1751030059.9594038,0.006,-0.706
1751030060.0728,0.006,-0.648
1751030060.159637,0.006,-0.588
1751030060.2599359,0.006,-0.523
1751030060.3600261,0.006,-0.457
1751030060.4597514,0.006,-0.374
1751030060.559352,0.006,-0.301
1751030060.659491,0.006,-0.221
1751030060.7595274,0.004,-0.142
1751030060.8604517,0.001,0.0
1751030060.9594467,-0.001,0.0
1751030061.079843,-0.001,0.131
1751030061.1597674,-0.001,0.196
1751030061.2596292,-0.001,0.274
1751030061.3595195,-0.001,0.347
1751030061.4593818,-0.001,0.421
1751030061.5597954,-0.001,0.512
1751030061.6593995,-0.001,0.581
1751030061.7595828,-0.001,0.651
1751030061.8598878,-0.0,0.719
