timestamp,steering_angle_rad,longitudinal_offset,lateral_offset,lane_id
2025-06-08T23:44:29.731829,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.765094,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.786751,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.812511,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.835595,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.860988,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.891875,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.917778,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.942021,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.966594,0.000,-0.286,-0.015,1
2025-06-08T23:44:29.991488,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.019247,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.044681,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.073227,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.095426,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.120385,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.145371,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.167921,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.189726,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.210977,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.231967,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.263200,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.287680,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.309334,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.329055,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.347545,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.369819,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.393498,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.418891,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.441678,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.462586,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.481278,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.502338,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.522120,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.541936,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.567451,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.589020,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.621570,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.641703,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.666959,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.687949,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.710703,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.735744,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.757361,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.786738,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.811511,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.833965,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.855064,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.876730,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.899161,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.920370,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.940572,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.963124,0.000,-0.286,-0.015,1
2025-06-08T23:44:30.989172,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.010210,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.030130,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.050038,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.069594,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.090997,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.113984,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.138848,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.165691,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.190991,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.211676,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.229971,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.250968,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.270675,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.291905,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.314873,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.347742,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.371306,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.395017,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.415248,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.439936,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.463865,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.485150,0.000,-0.286,-0.015,1
2025-06-08T23:44:31.508945,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.534126,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.558887,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.578202,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.601790,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.624018,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.649941,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.675438,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.709757,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.732115,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.756688,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.780852,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.801609,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.837214,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.892498,0.000,-0.232,-0.015,1
2025-06-08T23:44:31.930815,0.000,-0.032,-0.015,1
2025-06-08T23:44:31.975646,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.007545,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.031200,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.056565,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.091681,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.118886,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.146994,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.175770,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.202067,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.224058,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.245641,0.000,-0.032,-0.015,1
2025-06-08T23:44:32.270106,0.000,0.269,-0.015,1
2025-06-08T23:44:32.291386,0.000,0.269,-0.015,1
2025-06-08T23:44:32.313837,0.000,0.269,-0.015,1
2025-06-08T23:44:32.339448,0.000,0.269,-0.015,1
2025-06-08T23:44:32.360862,0.000,0.269,-0.015,1
2025-06-08T23:44:32.381819,0.000,0.269,-0.015,1
2025-06-08T23:44:32.403057,0.000,0.269,-0.015,1
2025-06-08T23:44:32.426137,0.000,0.269,-0.015,1
2025-06-08T23:44:32.451773,0.000,0.269,-0.015,1
2025-06-08T23:44:32.469100,0.000,0.269,-0.015,1
2025-06-08T23:44:32.493949,0.000,0.269,-0.015,1
2025-06-08T23:44:32.515449,0.000,0.269,-0.015,1
