timestamp,steering_angle_rad,longitudinal_offset,lateral_offset,lane_id
2025-06-08T18:14:52.416722,0.023,-0.391,-0.136,1
2025-06-08T18:14:52.434252,0.021,-0.391,-0.136,1
2025-06-08T18:14:52.451939,0.020,-0.391,-0.136,1
2025-06-08T18:14:52.474836,0.017,-0.391,-0.136,1
2025-06-08T18:14:52.508824,0.016,-0.037,-0.131,1
2025-06-08T18:14:52.536770,0.013,-0.037,-0.131,1
2025-06-08T18:14:52.562919,0.012,-0.037,-0.131,1
2025-06-08T18:14:52.600100,0.011,0.318,-0.126,1
2025-06-08T18:14:52.620947,0.010,0.318,-0.126,1
2025-06-08T18:14:52.642749,0.009,0.318,-0.126,1
2025-06-08T18:14:52.670379,0.009,0.318,-0.126,1
2025-06-08T18:14:52.697833,0.007,-0.333,-0.121,1
2025-06-08T18:14:52.718858,0.006,-0.333,-0.121,1
2025-06-08T18:14:52.742538,0.006,-0.333,-0.121,1
2025-06-08T18:14:52.782933,0.005,0.026,-0.117,1
2025-06-08T18:14:52.806535,0.005,0.026,-0.117,1
2025-06-08T18:14:52.828475,0.005,0.026,-0.117,1
2025-06-08T18:14:52.863967,0.004,0.026,-0.117,1
2025-06-08T18:14:52.887696,0.004,0.373,-0.113,1
2025-06-08T18:14:52.910995,0.004,0.373,-0.113,1
2025-06-08T18:14:52.931137,0.002,0.373,-0.113,1
2025-06-08T18:14:52.964508,0.002,-0.280,-0.109,1
2025-06-08T18:14:52.986750,0.002,-0.280,-0.109,1
2025-06-08T18:14:53.008997,0.002,-0.280,-0.109,1
2025-06-08T18:14:53.044785,0.002,-0.280,-0.109,1
2025-06-08T18:14:53.067077,0.001,0.035,-0.105,1
2025-06-08T18:14:53.089375,0.001,0.035,-0.105,1
2025-06-08T18:14:53.110853,0.001,0.035,-0.105,1
2025-06-08T18:14:53.136133,0.001,0.339,-0.101,1
2025-06-08T18:14:53.155229,0.001,0.339,-0.101,1
2025-06-08T18:14:53.175465,0.001,0.339,-0.101,1
2025-06-08T18:14:53.205775,0.001,0.339,-0.101,1
2025-06-08T18:14:53.227506,0.001,-0.347,-0.097,1
2025-06-08T18:14:53.247144,0.001,-0.347,-0.097,1
2025-06-08T18:14:53.267194,0.001,-0.347,-0.097,1
2025-06-08T18:14:53.299974,0.000,-0.024,-0.094,1
2025-06-08T18:14:53.318286,-0.018,-0.024,-0.094,1
2025-06-08T18:14:53.338398,-0.031,-0.024,-0.094,1
2025-06-08T18:14:53.361868,-0.027,-0.024,-0.094,1
2025-06-08T18:14:53.393152,-0.024,0.294,-0.093,1
2025-06-08T18:14:53.411864,-0.022,0.294,-0.093,1
2025-06-08T18:14:53.430894,-0.020,0.294,-0.093,1
2025-06-08T18:14:53.452927,-0.017,0.294,-0.093,1
2025-06-08T18:14:53.478625,-0.016,-0.394,-0.092,1
2025-06-08T18:14:53.498994,-0.015,-0.394,-0.092,1
2025-06-08T18:14:53.517577,-0.013,-0.394,-0.092,1
2025-06-08T18:14:53.553020,-0.011,-0.070,-0.092,1
2025-06-08T18:14:53.576831,-0.011,-0.070,-0.092,1
2025-06-08T18:14:53.600146,-0.010,-0.070,-0.092,1
2025-06-08T18:14:53.654916,-0.009,0.246,-0.091,1
2025-06-08T18:14:53.695967,-0.007,0.246,-0.091,1
2025-06-08T18:14:53.744297,-0.007,-0.383,-0.090,1
2025-06-08T18:14:53.768766,-0.006,-0.383,-0.090,1
2025-06-08T18:14:53.792905,-0.006,-0.383,-0.090,1
2025-06-08T18:14:53.826727,-0.005,-0.068,-0.090,1
2025-06-08T18:14:53.850001,-0.005,-0.068,-0.090,1
2025-06-08T18:14:53.872437,-0.004,-0.068,-0.090,1
2025-06-08T18:14:53.906913,-0.004,0.248,-0.089,1
2025-06-08T18:14:53.928635,-0.004,0.248,-0.089,1
2025-06-08T18:14:53.950282,-0.002,0.248,-0.089,1
2025-06-08T18:14:53.986912,-0.002,-0.443,-0.088,1
2025-06-08T18:14:54.008496,-0.002,-0.443,-0.088,1
2025-06-08T18:14:54.030021,-0.002,-0.443,-0.088,1
2025-06-08T18:14:54.059232,-0.002,-0.443,-0.088,1
2025-06-08T18:14:54.076343,-0.001,-0.138,-0.088,1
2025-06-08T18:14:54.094064,-0.001,-0.138,-0.088,1
2025-06-08T18:14:54.114252,-0.001,-0.138,-0.088,1
2025-06-08T18:14:54.148039,-0.001,0.173,-0.087,1
2025-06-08T18:14:54.170837,-0.001,0.173,-0.087,1
2025-06-08T18:14:54.192534,-0.001,0.173,-0.087,1
2025-06-08T18:14:54.217790,-0.001,0.173,-0.087,1
2025-06-08T18:14:54.249049,-0.001,0.484,-0.086,1
2025-06-08T18:14:54.267612,-0.001,0.484,-0.086,1
2025-06-08T18:14:54.284926,-0.001,0.484,-0.086,1
2025-06-08T18:14:54.317238,-0.000,-0.210,-0.085,1
2025-06-08T18:14:54.338463,-0.000,-0.210,-0.085,1
2025-06-08T18:14:54.360788,-0.000,-0.210,-0.085,1
2025-06-08T18:14:54.392240,-0.000,-0.210,-0.085,1
2025-06-08T18:14:54.416959,-0.000,0.106,-0.084,1
2025-06-08T18:14:54.440839,-0.000,0.106,-0.084,1
2025-06-08T18:14:54.475478,-0.000,0.106,-0.084,1
2025-06-08T18:14:54.497464,-0.000,0.418,-0.083,1
2025-06-08T18:14:54.519914,-0.000,0.418,-0.083,1
2025-06-08T18:14:54.545477,-0.000,0.418,-0.083,1
2025-06-08T18:14:54.577771,-0.000,-0.239,-0.083,1
2025-06-08T18:14:54.599310,-0.000,-0.239,-0.083,1
2025-06-08T18:14:54.620023,-0.000,-0.239,-0.083,1
2025-06-08T18:14:54.653050,-0.000,0.072,-0.082,1
2025-06-08T18:14:54.673738,-0.000,0.072,-0.082,1
2025-06-08T18:14:54.690900,-0.000,0.072,-0.082,1
2025-06-08T18:14:54.709197,-0.000,0.072,-0.082,1
2025-06-08T18:14:54.737817,-0.000,-0.280,-0.081,1
2025-06-08T18:14:54.762732,-0.000,-0.280,-0.081,1
2025-06-08T18:14:54.785774,-0.000,-0.280,-0.081,1
2025-06-08T18:14:54.820429,-0.000,0.031,-0.080,1
2025-06-08T18:14:54.842317,-0.000,0.031,-0.080,1
2025-06-08T18:14:54.864140,-0.000,0.031,-0.080,1
2025-06-08T18:14:54.892148,-0.000,0.031,-0.080,1
2025-06-08T18:14:54.923489,-0.000,0.340,-0.079,1
2025-06-08T18:14:54.945161,-0.000,0.340,-0.079,1
2025-06-08T18:14:54.978766,-0.000,0.340,-0.079,1
2025-06-08T18:14:55.000467,-0.000,-0.352,-0.078,1
2025-06-08T18:14:55.018332,-0.000,-0.352,-0.078,1
2025-06-08T18:14:55.039007,-0.000,-0.352,-0.078,1
2025-06-08T18:14:55.090425,-0.000,-0.041,-0.077,1
2025-06-08T18:14:55.130372,-0.000,-0.041,-0.077,1
2025-06-08T18:14:55.174543,-0.000,0.288,-0.076,1
2025-06-08T18:14:55.200178,-0.000,0.288,-0.076,1
2025-06-08T18:14:55.240956,-0.000,-0.393,-0.075,1
2025-06-08T18:14:55.264676,-0.000,-0.393,-0.075,1
2025-06-08T18:14:55.288343,-0.000,-0.393,-0.075,1
2025-06-08T18:14:55.319260,-0.000,-0.083,-0.075,1
2025-06-08T18:14:55.338196,-0.000,-0.083,-0.075,1
2025-06-08T18:14:55.358385,-0.000,-0.083,-0.075,1
2025-06-08T18:14:55.384260,-0.000,-0.083,-0.075,1
2025-06-08T18:14:55.418090,-0.000,0.231,-0.074,1
2025-06-08T18:14:55.438968,-0.000,0.231,-0.074,1
2025-06-08T18:14:55.460804,-0.000,0.231,-0.074,1
2025-06-08T18:14:55.493625,-0.000,-0.461,-0.073,1
2025-06-08T18:14:55.519047,-0.000,-0.461,-0.073,1
2025-06-08T18:14:55.546622,-0.000,-0.461,-0.073,1
2025-06-08T18:14:55.578927,-0.000,-0.150,-0.072,1
2025-06-08T18:14:55.598799,-0.000,-0.150,-0.072,1
2025-06-08T18:14:55.617517,-0.000,-0.150,-0.072,1
2025-06-08T18:14:55.648885,-0.000,0.149,-0.071,1
2025-06-08T18:14:55.671183,-0.000,0.149,-0.071,1
2025-06-08T18:14:55.691720,-0.000,0.149,-0.071,1
2025-06-08T18:14:55.716806,-0.000,0.149,-0.071,1
2025-06-08T18:14:55.738047,-0.000,0.149,-0.071,1
2025-06-08T18:14:55.756652,-0.000,0.149,-0.071,1
2025-06-08T18:14:55.778608,-0.000,0.149,-0.071,1
2025-06-08T18:14:55.807774,-0.000,-0.475,-0.070,1
2025-06-08T18:14:55.830434,-0.000,-0.475,-0.070,1
2025-06-08T18:14:55.854837,-0.000,-0.475,-0.070,1
2025-06-08T18:14:55.886232,-0.000,-0.165,-0.069,1
2025-06-08T18:14:55.906816,-0.000,-0.165,-0.069,1
2025-06-08T18:14:55.929989,-0.000,-0.165,-0.069,1
2025-06-08T18:14:55.964124,-0.000,0.141,-0.068,1
2025-06-08T18:14:55.985555,-0.000,0.141,-0.068,1
2025-06-08T18:14:56.007014,-0.000,0.141,-0.068,1
2025-06-08T18:14:56.041833,-0.000,0.444,-0.067,1
2025-06-08T18:14:56.062825,-0.000,0.444,-0.067,1
2025-06-08T18:14:56.084295,-0.000,0.444,-0.067,1
2025-06-08T18:14:56.115045,-0.000,0.444,-0.067,1
2025-06-08T18:14:56.138768,-0.000,-0.254,-0.067,1
2025-06-08T18:14:56.164069,-0.000,-0.254,-0.067,1
2025-06-08T18:14:56.195304,-0.000,0.040,-0.066,1
2025-06-08T18:14:56.216617,-0.000,0.040,-0.066,1
2025-06-08T18:14:56.238451,-0.000,0.040,-0.066,1
2025-06-08T18:14:56.263571,-0.000,0.040,-0.066,1
2025-06-08T18:14:56.289934,-0.000,0.347,-0.065,1
2025-06-08T18:14:56.315181,-0.000,0.347,-0.065,1
2025-06-08T18:14:56.338578,-0.000,0.347,-0.065,1
2025-06-08T18:14:56.373315,-0.000,-0.346,-0.064,1
2025-06-08T18:14:56.392982,-0.000,-0.346,-0.064,1
2025-06-08T18:14:56.414245,-0.000,-0.346,-0.064,1
2025-06-08T18:14:56.445621,-0.000,-0.048,-0.063,1
2025-06-08T18:14:56.471545,-0.000,-0.048,-0.063,1
2025-06-08T18:14:56.520173,-0.000,-0.048,-0.063,1
2025-06-08T18:14:56.568802,-0.000,0.276,-0.062,1
2025-06-08T18:14:56.610813,-0.000,0.276,-0.062,1
2025-06-08T18:14:56.636328,-0.000,-0.381,-0.061,1
2025-06-08T18:14:56.663399,-0.016,-0.381,-0.061,1
2025-06-08T18:14:56.696353,-0.032,-0.089,-0.063,1
2025-06-08T18:14:56.717788,-0.051,-0.089,-0.063,1
2025-06-08T18:14:56.740882,-0.046,-0.089,-0.063,1
2025-06-08T18:14:56.772155,-0.042,0.199,-0.068,1
2025-06-08T18:14:56.792273,-0.038,0.199,-0.068,1
2025-06-08T18:14:56.816626,-0.034,0.199,-0.068,1
2025-06-08T18:14:56.851151,-0.031,0.199,-0.068,1
2025-06-08T18:14:56.873225,-0.027,-0.485,-0.073,1
2025-06-08T18:14:56.894850,-0.024,-0.485,-0.073,1
2025-06-08T18:14:56.916460,-0.022,-0.485,-0.073,1
2025-06-08T18:14:56.944885,-0.020,-0.194,-0.078,1
2025-06-08T18:14:56.961987,-0.018,-0.194,-0.078,1
2025-06-08T18:14:56.982223,-0.016,-0.194,-0.078,1
2025-06-08T18:14:57.014095,-0.015,0.116,-0.083,1
2025-06-08T18:14:57.035729,-0.013,0.116,-0.083,1
2025-06-08T18:14:57.056342,-0.012,0.116,-0.083,1
2025-06-08T18:14:57.093498,-0.011,0.116,-0.083,1
2025-06-08T18:14:57.116161,-0.010,0.430,-0.088,1
2025-06-08T18:14:57.136836,-0.009,0.430,-0.088,1
2025-06-08T18:14:57.157698,-0.007,0.430,-0.088,1
2025-06-08T18:14:57.184813,-0.007,-0.278,-0.092,1
2025-06-08T18:14:57.203910,-0.006,-0.278,-0.092,1
2025-06-08T18:14:57.225857,-0.006,-0.278,-0.092,1
2025-06-08T18:14:57.264247,-0.005,0.029,-0.096,1
2025-06-08T18:14:57.284411,-0.005,0.029,-0.096,1
2025-06-08T18:14:57.305108,-0.004,0.029,-0.096,1
2025-06-08T18:14:57.336930,-0.004,0.334,-0.100,1
2025-06-08T18:14:57.360074,-0.004,0.334,-0.100,1
2025-06-08T18:14:57.381332,-0.002,0.334,-0.100,1
