timestamp,steering_entropy,steering_reversal_rate,steering_std,offset_std,lane_departure_freq,lane_keeping_ratio,lane_changes,kss_score
1970-01-01 00:00:01.751029992,2.7761,0.5,0.0327,0.8972,0.5167,0.9483,11,8
1970-01-01 00:00:01.751030012,2.769,0.5167,0.0333,0.8502,0.3667,0.9633,9,8
1970-01-01 00:00:01.751030032,2.4302,0.65,0.0385,0.8937,0.3667,0.9633,9,8
1970-01-01 00:00:01.751030052,2.5409,0.5667,0.0516,0.6718,0.0,1.0,0,8
1970-01-01 00:00:01.751030072,2.4309,0.6,0.0639,0.7911,0.0,1.0,0,8
1970-01-01 00:00:01.751030092,2.5893,0.55,0.0666,0.7705,0.0333,0.9967,2,8
1970-01-01 00:00:01.751030112,2.2464,0.45,0.0501,0.784,0.0333,0.9967,2,8
1970-01-01 00:00:01.751030132,2.9573,0.3833,0.0495,0.7584,0.0333,0.9967,2,8
1970-01-01 00:00:01.751030152,2.9562,0.35,0.0481,0.8028,0.2833,0.9717,2,8
1970-01-01 00:00:01.751030172,2.9383,0.5167,0.0479,0.7566,0.2833,0.9717,2,8
1970-01-01 00:00:01.751030192,2.9107,0.7,0.0339,0.7204,0.2833,0.9717,2,8
1970-01-01 00:00:01.751030212,2.6889,0.75,0.0305,0.6074,0.0,1.0,0,8
1970-01-01 00:00:01.751030232,2.4022,0.6667,0.0353,0.683,0.0,1.0,0,8
