steering_entropy,steering_reversal_rate,steering_std,offset_std,lane_departure_freq,lane_keeping_ratio,lane_changes,timestamp,timestamp_float,kss_score
2.7762,0.1667,0.0059,0.2064,0.0,1.0,0,2025-06-27 12:45:14.059000015,1751028314.059,2
2.5548,0.25,0.0237,0.25,0.0,1.0,0,2025-06-27 12:45:34.059999943,1751028334.06,2
2.5339,0.3,0.0248,0.2331,0.0,1.0,0,2025-06-27 12:45:54.158999920,1751028354.159,2
2.675,0.1833,0.0388,0.3523,0.0,1.0,0,2025-06-27 12:46:14.158999920,1751028374.159,2
2.6653,0.25,0.0503,0.3194,0.0,1.0,0,2025-06-27 12:46:34.160000086,1751028394.16,2
2.4369,0.2833,0.0648,0.35,0.0,1.0,0,2025-06-27 12:46:54.259000063,1751028414.259,2
2.4912,0.35,0.1053,0.455,0.0667,0.9933,0,2025-06-27 12:47:14.259999990,1751028434.26,2
2.516,0.2833,0.1198,0.5668,0.2333,0.9766,0,2025-06-27 12:47:34.259999990,1751028454.26,2
2.4895,0.3667,0.1111,0.6047,0.2333,0.9767,0,2025-06-27 12:47:54.358999968,1751028474.359,2
2.1361,0.45,0.0706,0.5347,0.1667,0.9833,0,2025-06-27 12:48:14.359999895,1751028494.36,2
2.8227,0.5167,0.0283,0.631,0.2833,0.9717,7,2025-06-27 12:48:34.359999895,1751028514.36,2
2.7508,0.45,0.0252,0.622,0.2833,0.9717,7,2025-06-27 12:48:54.459000111,1751028534.459,2
2.2462,0.3667,0.0368,0.6047,0.2833,0.9717,7,2025-06-27 12:49:14.459000111,1751028554.459,2
2.0036,0.4167,0.0593,0.4948,0.2333,0.9767,2,2025-06-27 12:49:34.459000111,1751028574.459,2
1.7944,0.45,0.0591,0.4169,0.2333,0.9767,2,2025-06-27 12:49:54.459000111,1751028594.459,2
2.0974,0.4167,0.0766,0.4193,0.2333,0.9767,2,2025-06-27 12:50:14.460000038,1751028614.46,2
2.0123,0.45,0.0624,0.2488,0.0,1.0,0,2025-06-27 12:50:34.460000038,1751028634.46,2
2.3273,0.3833,0.0613,0.2914,0.0,1.0,0,2025-06-27 12:50:54.559999943,1751028654.56,2
2.5794,0.4333,0.0291,0.3009,0.0,1.0,0,2025-06-27 12:51:14.660000086,1751028674.66,2
2.979,0.3667,0.0286,0.3035,0.0,1.0,0,2025-06-27 12:51:34.759999990,1751028694.76,2
2.8792,0.3333,0.028,0.3429,0.0,1.0,0,2025-06-27 12:51:54.858999968,1751028714.859,2
2.4388,0.3333,0.054,0.3354,0.0,1.0,0,2025-06-27 12:52:14.859999895,1751028734.86,2
2.2513,0.2833,0.0536,0.3424,0.0,1.0,0,2025-06-27 12:52:34.859999895,1751028754.86,2
2.365,0.2333,0.0738,0.5338,0.2833,0.9717,3,2025-06-27 12:52:54.859999895,1751028774.86,2
2.2712,0.2333,0.0483,0.591,0.2833,0.9717,3,2025-06-27 12:53:14.859999895,1751028794.86,2
2.505,0.2167,0.0483,0.6038,0.2833,0.9717,3,2025-06-27 12:53:34.959000111,1751028814.959,2
3.2045,0.2333,0.0311,0.4559,0.0,1.0,0,2025-06-27 12:53:54.959000111,1751028834.959,2
2.9746,0.3167,0.0269,0.3618,0.0,1.0,0,2025-06-27 12:54:14.960000038,1751028854.96,2
2.819,0.4667,0.0267,0.3368,0.0,1.0,0,2025-06-27 12:54:34.960000038,1751028874.96,2
2.9987,0.4167,0.0218,0.3575,0.0,1.0,0,2025-06-27 12:54:54.960000038,1751028894.96,2
2.9193,0.2667,0.0229,0.3563,0.0,1.0,0,2025-06-27 12:55:14.960000038,1751028914.96,2
