timestamp,steering_entropy,steering_reversal_rate,steering_std,offset_std,lane_departure_freq,lane_keeping_ratio,lane_changes,kss_score
1970-01-01 00:00:01.751028344,2.3813,0.2667,0.0222,0.2292,0.0,1.0,0,2
1970-01-01 00:00:01.751028364,2.8944,0.25,0.0253,0.3357,0.0,1.0,0,2
1970-01-01 00:00:01.751028384,2.8013,0.1667,0.0502,0.3355,0.0,1.0,0,2
1970-01-01 00:00:01.751028404,2.7238,0.3167,0.0505,0.3208,0.0,1.0,0,2
1970-01-01 00:00:01.751028424,2.4897,0.3333,0.0693,0.3433,0.0,1.0,0,2
1970-01-01 00:00:01.751028444,2.407,0.3833,0.1007,0.4494,0.0,1.0,0,2
1970-01-01 00:00:01.751028464,2.6902,0.2,0.1204,0.6025,0.0,1.0,0,2
1970-01-01 00:00:01.751028484,2.3206,0.45,0.1082,0.5847,0.0,1.0,0,2
1970-01-01 00:00:01.751028504,2.261,0.4833,0.0655,0.5714,0.0,1.0,0,2
1970-01-01 00:00:01.751028524,2.8601,0.55,0.0258,0.6333,0.2167,0.9783,7,2
1970-01-01 00:00:01.751028544,2.96,0.3667,0.028,0.6066,0.2167,0.9783,7,2
1970-01-01 00:00:01.751028564,2.0454,0.3333,0.059,0.6862,0.3333,0.9667,9,2
1970-01-01 00:00:01.751028584,1.7421,0.4167,0.0593,0.4318,0.1167,0.9883,2,2
1970-01-01 00:00:01.751028604,2.1963,0.45,0.0797,0.4198,0.1167,0.9883,2,2
1970-01-01 00:00:01.751028624,2.0435,0.4333,0.0625,0.2316,0.0,1.0,0,2
1970-01-01 00:00:01.751028644,2.1719,0.4,0.0617,0.2442,0.0,1.0,0,2
1970-01-01 00:00:01.751028664,2.7426,0.45,0.0284,0.2775,0.0,1.0,0,2
1970-01-01 00:00:01.751028684,2.7783,0.4333,0.0283,0.3152,0.0,1.0,0,2
1970-01-01 00:00:01.751028704,2.8758,0.4,0.0299,0.327,0.0,1.0,0,2
1970-01-01 00:00:01.751028724,2.5929,0.2833,0.0518,0.3542,0.0,1.0,0,2
1970-01-01 00:00:01.751028744,2.2481,0.3167,0.0537,0.3044,0.0,1.0,0,2
1970-01-01 00:00:01.751028764,1.8431,0.25,0.0524,0.319,0.0,1.0,0,2
1970-01-01 00:00:01.751028784,1.9155,0.2833,0.0489,0.572,0.2333,0.9767,3,2
1970-01-01 00:00:01.751028804,2.3798,0.2167,0.048,0.5916,0.2333,0.9767,3,2
1970-01-01 00:00:01.751028824,2.7004,0.2333,0.0483,0.6119,0.2333,0.9767,3,2
1970-01-01 00:00:01.751028844,3.0737,0.2833,0.0289,0.3787,0.0,1.0,0,2
1970-01-01 00:00:01.751028864,2.9707,0.3667,0.0273,0.3987,0.0,1.0,0,2
1970-01-01 00:00:01.751028884,2.5831,0.4667,0.0256,0.343,0.0,1.0,0,2
